address,aka_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,longitude,results,risk,violation_count,average_violations_per_inspection,times_inspected
540 N WELLS ST ,MELI CAFE ON GRAND,Restaurant,2019-03-19,2279635,Complaint,41.891986522433626,2065167.0,-87.63422436802405,Fail,Risk 1 (High),5,,
6460 N SHERIDAN RD ,TACO BELL,Restaurant,2019-03-19,2279593,License,41.99989387175844,2652783.0,-87.660837284997,Not Ready,Risk 3 (Low),0,,
5467 S WOODLAWN AVE ,ST. THOMAS THE APOSTLE,School,2019-03-19,2279598,Canvass,41.79602398723629,6355.0,-87.59641749712688,Pass w/ Conditions,Risk 1 (High),2,,
5753 W BELMONT AVE ,"POLISH HOUSE.  LUNCH, DINNER & SPECIALS",Restaurant,2019-03-19,2279659,Canvass,41.9384048076825,2528875.0,-87.77105966604626,Pass w/ Conditions,Risk 1 (High),5,,
3530 W ROOSEVELT RD ,ROTHSCHILD LIQUORS,Liquor,2019-03-19,2279683,License,41.86641380897913,2642043.0,-87.71424167530355,Pass w/ Conditions,Risk 3 (Low),3,,
1954 W ARMITAGE AVE ,GIGIS KITCHEN,Restaurant,2019-03-19,2279615,License,41.91787256815425,2622669.0,-87.67739630277771,Not Ready,Risk 1 (High),0,,
1607 E 55TH ST ,"VISANU THAI 55, INC.",Restaurant,2019-03-19,2279628,Short Form Complaint,41.79507800761094,1620610.0,-87.58728421901718,Pass w/ Conditions,Risk 1 (High),3,,
5937 N BROADWAY ,THE LITTLE CORNER SNACK SHOP,Restaurant,2019-03-19,2279595,Canvass,41.99010850726918,34521.0,-87.66012215668361,Pass w/ Conditions,Risk 1 (High),5,,
131 N CLINTON ST ,BEAVERS COFFEE & DONUTS,Bakery,2019-03-19,2279621,Canvass Re-Inspection,41.88418750712781,2219965.0,-87.64111966683218,Pass w/ Conditions,Risk 2 (Medium),5,,
2033 W DIVISION ST ,"L&L ACADEMY AND PRESCHOOL, LLC",Daycare (Under 2 Years),2019-03-19,2279669,License,41.90305693813353,2501517.0,-87.67858882259306,Pass,Risk 1 (High),2,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-19,2279660,License,42.008536400868735,2636415.0,-87.91442843927048,Not Ready,Risk 1 (High),0,,
6312 N NAGLE AVE ,SHOP & SAVE  MARKET #2100,Grocery Store,2019-03-19,2279631,Complaint,41.99598528606219,2327448.0,-87.78763711707087,Pass w/ Conditions,Risk 1 (High),15,,
2446 S WESTERN AVE ,MARISCOS LAS ISLITAS,Restaurant,2019-03-19,2279673,Complaint,41.84700445937776,1893655.0,-87.68564732285108,Fail,Risk 1 (High),7,,
6149 N MILWAUKEE AVE ,CHICAGO PIZZERIA,Restaurant,2019-03-19,2279678,Canvass,41.993494958245506,2114550.0,-87.7840277442041,Pass w/ Conditions,Risk 1 (High),14,,
6251 N MCCORMICK RD ,TOLEDO RESTAURANT,Restaurant,2019-03-19,2279641,Canvass,41.99547887896528,2595377.0,-87.71287526525124,Pass,Risk 1 (High),2,,
850 W FULTON MARKET ,CITY TAP HOUSE,Restaurant,2019-03-19,2279613,License,41.88688101913239,2646966.0,-87.64952306435802,Pass,Risk 1 (High),0,,
221 N COLUMBUS DR ,FILINI BAR & RESTAURANT,Restaurant,2019-03-19,2279602,Canvass,41.886312514284256,2088686.0,-87.62054176987209,Pass w/ Conditions,Risk 1 (High),8,,
15 W ILLINOIS ST ,FREMONT BAR,Restaurant,2019-03-19,2279654,License,41.890743519442395,2631122.0,-87.62867006019056,No Entry,Risk 1 (High),0,,
5078 S ARCHER AVE ,EL KAPORAL,Restaurant,2019-03-19,2279623,Canvass,41.801114147503455,2178035.0,-87.72792013428698,Pass w/ Conditions,Risk 1 (High),6,,
2320 N CICERO AVE ,CHARLY'S BURGERS,Restaurant,2019-03-19,2279674,License Re-Inspection,41.923044362051456,2647154.0,-87.74641601182522,Pass w/ Conditions,Risk 2 (Medium),6,,
11601 W TOUHY AVE ,AMERICAN AIRLINES (T3-G8),Restaurant,2019-03-19,2279607,Canvass,42.008536400868735,2284294.0,-87.91442843927048,Pass w/ Conditions,Risk 2 (Medium),5,,
3300 W MONTROSE AVE ,LAS CUARTRO PERLAS,Restaurant,2019-03-19,2279648,Canvass,41.96126821290397,2627220.0,-87.71075304347927,Pass w/ Conditions,Risk 1 (High),7,,
5749 S HARLEM AVE ,BEEFY'S,Restaurant,2019-03-19,2279647,Canvass,41.786870148772785,12673.0,-87.80116330469187,Pass w/ Conditions,Risk 1 (High),4,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-19,2279633,License,42.008536400868735,2647047.0,-87.91442843927048,Not Ready,Risk 1 (High),0,,
3401 S DR MARTIN LUTHER KING JR DR ,HOME RUN INN PIZZERIA,Restaurant,2019-03-19,2279616,License,41.83270024324778,2653325.0,-87.61684215275646,Not Ready,Risk 1 (High),0,,
1222 W MADISON ST ,TALAY,Restaurant,2019-03-19,2279638,Canvass,41.88170932781564,2202317.0,-87.65806721526003,Pass,Risk 1 (High),3,3.3333333333333335,3.0
3647 W 83RD PL ,PARKVIEW FOOD & LIQUORS,Grocery Store,2019-03-19,2279670,License,41.74128159921935,2616684.0,-87.71390133135841,Fail,Risk 3 (Low),5,7.0,1.0
5060 S ARCHER AVE ,DUNAJEC,Grocery Store,2019-03-19,2279592,Canvass,41.80126688672693,55891.0,-87.72691924778877,Pass w/ Conditions,Risk 1 (High),5,0.0,1.0
7050 S MAY ,BOND ELEMENTARY,School,2019-03-19,2279610,Canvass,41.76538639019609,25941.0,-87.65305514031576,Fail,Risk 1 (High),9,,
2427-2429 N LINCOLN AVE ,GALIT,Restaurant,2019-03-19,2279657,License Re-Inspection,41.926118875726615,2631036.0,-87.64949250846801,Pass,Risk 1 (High),0,,
5344 W FULLERTON AVE ,MI LINDA COSTA CHICA,Restaurant,2019-03-19,2279591,License Re-Inspection,41.92416135745671,2652683.0,-87.76045393873316,Fail,Risk 1 (High),1,,
9863 S EWING AVE ,LILY SUPERMARKET,Grocery Store,2019-03-19,2279642,Complaint Re-Inspection,41.715916201716006,1383262.0,-87.53513061238303,Pass w/ Conditions,Risk 1 (High),6,,
2944 W DEVON AVE ,TEL-AVIV BAKERY,Bakery,2019-03-19,2279681,Complaint,41.997596151331074,1577712.0,-87.70386570622016,Fail,Risk 2 (Medium),14,,
3506-3514 N CLARK ST ,OLD CROW SMOKEHOUSE,Restaurant,2019-03-19,2279703,Canvass,41.945742521799225,2405150.0,-87.65551181178837,No Entry,Risk 1 (High),0,,
3107 W 71ST ST ,TAQUERIA OCHOA'S #2,Restaurant,2019-03-19,2279672,Canvass,41.76429990022238,2536770.0,-87.70069889807026,Pass w/ Conditions,Risk 1 (High),10,,
850 W FULTON MARKET ,CITY TAP HOUSE,Restaurant,2019-03-19,2279606,License,41.88688101913239,2646965.0,-87.64952306435802,Pass,Risk 1 (High),0,,
1954 W ARMITAGE AVE ,GIGIS KITCHEN,Restaurant,2019-03-19,2279617,License,41.91787256815425,2622670.0,-87.67739630277771,Not Ready,Risk 1 (High),0,,
6600 N SHERIDAN RD ,Chipotle Mexican Grill,Restaurant,2019-03-19,2279639,Canvass Re-Inspection,42.00259638253291,1404354.0,-87.66093220450281,Pass,Risk 1 (High),2,,
2300 S THROOP ST ,LA HUMITA ON WHEELS,Mobile Food Preparer,2019-03-19,2279618,License,41.85045102427,2470587.0,-87.65879785567869,Pass w/ Conditions,Risk 2 (Medium),3,,
355 E OHIO ST ,STREETERVILLE PIZZERIA & TAP,Restaurant,2019-03-19,2279668,Canvass Re-Inspection,41.89252476076749,2220904.0,-87.61813382654785,Pass w/ Conditions,Risk 1 (High),7,,
1023 W LAKE ST ,RICCARDO OSTERIA,Restaurant,2019-03-19,2279612,License,41.88545575025288,2616267.0,-87.65315630579407,Pass w/ Conditions,Risk 1 (High),3,,
2425 S WALLACE ST ,PARK TO SHOP SUPERMARKET,Grocery Store,2019-03-19,2279652,Complaint,41.84858748030624,2451467.0,-87.64178380444801,Pass,Risk 1 (High),3,,
500 W MADISON ST ,POPEYES CHICKEN/INDIAN SWAAD,Restaurant,2019-03-19,2279653,Canvass,41.88199433820508,40155.0,-87.6397586848809,Pass,Risk 1 (High),4,,
333 E BENTON PL ,MINGHIN CUISIN,Restaurant,2019-03-19,2279645,Complaint,41.88539004666972,2422780.0,-87.61898671163952,Pass w/ Conditions,Risk 1 (High),9,,
6656 S Normal (500W) ,BENJAMIN E MAYS ACADEMY,School,2019-03-19,2279637,Canvass Re-Inspection,41.77275433457042,2916402.0,-87.63729463723891,Fail,Risk 1 (High),3,,
4854 W Montana ST ,ST GENEVIEVE SCHOOL,School,2019-03-19,2279626,Canvass,41.92527176739356,1981517.0,-87.74853621080177,Fail,Risk 1 (High),2,,
30 W ERIE ST ,STARBUCKS,Restaurant,2019-03-19,2279664,Canvass,41.89416541426283,1843207.0,-87.62938902777785,Pass,Risk 2 (Medium),0,,
131 N CLINTON ST ,WOOD FIRE COUNTER,Restaurant,2019-03-19,2279604,Canvass,41.88418750712781,2505849.0,-87.64111966683218,Pass w/ Conditions,Risk 1 (High),7,,
1147 W ARMITAGE AVE ,TRIPOLI TAVERN,Restaurant,2019-03-19,2279640,Canvass,41.91793927207228,1403566.0,-87.65722394118654,Pass w/ Conditions,Risk 1 (High),7,,
5724 S KEDZIE AVE ,PETE'S MARKET,Grocery Store,2019-03-19,2279619,Complaint,41.789112548016774,36823.0,-87.70357972660757,Pass,Risk 1 (High),3,,
2002 S WENTWORTH AVE ,JIE SNACK HOUSE INC.,Restaurant,2019-03-19,2279624,License Re-Inspection,41.85528170377401,2646976.0,-87.63199264229414,Pass w/ Conditions,Risk 1 (High),3,,
11 E ILLINOIS ST ,STAR OF SIAM,Restaurant,2019-03-19,2279636,Canvass Re-Inspection,41.89076289253344,4190.0,-87.62754900580227,Pass w/ Conditions,Risk 1 (High),9,,
3535 E 114TH ST ,WASHINGTON HIGH SCHOOL,School,2019-03-19,2279634,Canvass Re-Inspection,41.68810940443177,2046683.0,-87.53755009833141,Pass w/ Conditions,Risk 1 (High),3,,
3252 N Broadway (600W) ,Nettelhorst Elementary,School,2019-03-19,2279597,Canvass,41.941629991556965,24661.0,-87.64459775783348,Pass,Risk 1 (High),2,,
11601 W TOUHY AVE ,THE GREAT AMERICAN BAGEL (T3 ROTUNDA),Restaurant,2019-03-19,2279665,Canvass,42.008536400868735,1879165.0,-87.91442843927048,Pass,Risk 1 (High),4,,
4347 N HARDING AVE ,REMIX CAFE,Catering,2019-03-19,2279608,Canvass,41.96053472954783,2108586.0,-87.726444749674,Pass w/ Conditions,Risk 1 (High),8,,
4941 W 46TH ST ,ACADEMY GLOBAL CITIZENSHIP SATELLITE,School,2019-03-19,2279594,Canvass,41.80928260765959,2510097.0,-87.74727172286289,Fail,Risk 1 (High),5,,
131 N CLINTON ST ,ALOHA POKE,Restaurant,2019-03-19,2279632,Canvass,41.88418750712781,2446532.0,-87.64111966683218,Pass w/ Conditions,Risk 1 (High),3,,
2028 S MICHIGAN AVE ,KIDS WONDERLAND,Restaurant,2019-03-19,2279601,License,41.85462852409978,2631426.0,-87.62400663075633,Pass w/ Conditions,Risk 2 (Medium),3,,
4248 S COTTAGE GROVE AVE ,CLEO'S SOUTHERN CUISINE,Restaurant,2019-03-19,2279680,License,41.81713617425935,2653135.0,-87.60685990202305,Fail,Risk 1 (High),10,,
6604 N SHERIDAN RD ,BOPNGRILL,Restaurant,2019-03-19,2279666,Canvass,42.00272610670253,2283190.0,-87.66093836642227,Fail,Risk 1 (High),9,,
11601 W TOUHY AVE ,HILTON O'HARE & ANDIAMO,Restaurant,2019-03-19,2279649,Canvass,42.008536400868735,2535609.0,-87.91442843927048,Pass w/ Conditions,Risk 1 (High),10,,
5233 N LINCOLN AVE ,TONY'S FINER FOODS,Grocery Store,2019-03-19,2279590,Complaint,41.976895098405,2308668.0,-87.69227966776423,Pass w/ Conditions,Risk 1 (High),12,,
950-952 W WRIGHTWOOD AVE ,OLD GROUNDS SOCIAL,Restaurant,2019-03-19,2279605,Canvass,41.92912423550477,2308003.0,-87.65333791705929,Pass w/ Conditions,Risk 1 (High),6,,
1144 W BRYN MAWR AVE ,TAQUERIA UPTOWN,Restaurant,2019-03-19,2279646,Suspected Food Poisoning,41.98373476698546,19267.0,-87.65988782352464,Pass w/ Conditions,Risk 1 (High),6,,
1954 W ARMITAGE AVE ,AMK KITCHEN BAR,Restaurant,2019-03-19,2279620,Canvass,41.91787256815425,2384861.0,-87.67739630277771,Fail,Risk 1 (High),12,,
2444 N ELSTON AVE ,MIDTOWN ATHLETIC CLUB AND HOTEL,Restaurant,2019-03-18,2279545,Complaint,41.92584528784153,2535330.0,-87.67883572432687,Fail,Risk 1 (High),21,,
5241 S PULASKI RD ,COCULA RESTAURANT,Restaurant,2019-03-18,2279573,Canvass,41.79748340867383,75052.0,-87.72313507262692,Pass w/ Conditions,Risk 1 (High),11,,
7216 N HARLEM AVE ,NICK'S DRIVE INN,Restaurant,2019-03-18,2279571,Canvass,42.012255295394226,15136.0,-87.8067791219124,Fail,Risk 1 (High),18,,
5515 S SAWYER AVE ,SAINT GALL SCHOOL,School,2019-03-18,2279552,Canvass,41.79301259248973,1981588.0,-87.70461898209555,Pass,Risk 1 (High),0,,
2235 S ALBANY AVE BLDG ,OUR LADY OF TEPEYAC SCHOOL,School,2019-03-18,2279520,Canvass Re-Inspection,41.85075292257226,1878465.0,-87.70262483043953,Pass w/ Conditions,Risk 1 (High),2,,
5101 W Harrison ST ,Michelle Clark  Ac. Prep. (H/S),School,2019-03-18,2279550,Canvass,41.87285714040885,41051.0,-87.75335467273732,Pass,Risk 1 (High),2,,
4640 S HALSTED ST ,FAIRPLAY FINER FOODS INC,Grocery Store,2019-03-18,2279546,Complaint,41.80962976802204,10949.0,-87.64570756512876,Pass w/ Conditions,Risk 1 (High),2,,
111 E CHESTNUT ST ,OSTERIA DEL PASTAIO,Restaurant,2019-03-18,2279566,Complaint,41.89826161908875,2253875.0,-87.62516469194004,Fail,Risk 1 (High),19,,
6400 N SHERIDAN RD ,CAROLINE HEDGER APTS. FOODSERVICE,Golden Diner,2019-03-18,2279551,Canvass,41.9982179205324,2353879.0,-87.6606952555721,Fail,Risk 1 (High),4,,
1912 E 71ST ST ,TASTE OF CHICAGO 2,Restaurant,2019-03-18,2279556,Complaint,41.76633652206993,2501200.0,-87.57817739417864,Pass w/ Conditions,Risk 1 (High),11,,
2002 S WENTWORTH AVE ,SNACK PLANET,Restaurant,2019-03-18,2279563,Canvass,41.85528170377401,2109877.0,-87.63199264229414,Pass w/ Conditions,Risk 1 (High),5,,
3815 N Kedvale (4134W) ,DISNEY II MAGNET,School,2019-03-18,2279521,Canvass,41.9504805530619,26921.0,-87.73060545056252,Pass w/ Conditions,Risk 1 (High),4,,
2656 S HOMAN ,SUPERMERCADO ANTONIO'S CORP.,Grocery Store,2019-03-18,2279536,Complaint Re-Inspection,41.8427686092756,1275158.0,-87.71001272324312,Pass w/ Conditions,Risk 1 (High),2,,
1059 W BELMONT AVE ,UKAI JAPANESE RESTAURANT,Restaurant,2019-03-18,2279542,Canvass,41.93976468449341,2184562.0,-87.6564730101442,Pass w/ Conditions,Risk 1 (High),2,,
3336 N CLARK ST ,CASSAVA BREAD,Restaurant,2019-03-18,2279695,Canvass,41.94262488470318,2048183.0,-87.65300871437614,Out of Business,Risk 1 (High),0,,
2920 S WABASH AVE ,ADA S. MCKINLEY LAKESIDE ACADEMY,School,2019-03-18,2279535,Canvass,41.841307669693904,2208688.0,-87.62536686993454,Pass,Risk 2 (Medium),0,,
215 W NORTH AVE ,ADOBO GRILL,Restaurant,2019-03-18,2279523,Canvass,41.91104754122552,2457996.0,-87.63538198007994,Pass w/ Conditions,Risk 1 (High),2,,
3253 W LAWRENCE AVE ,GREAT SEA RESTAURANT,Restaurant,2019-03-18,2279582,License,41.96832249875028,2652653.0,-87.71062110937858,Pass w/ Conditions,Risk 1 (High),5,,
2701 N NORMANDY AVE ,REGAL HEALTH FOODS INTERNATIONAL,Grocery Store,2019-03-18,2279558,License,41.92918524152231,2646453.0,-87.79282993730557,Pass w/ Conditions,Risk 3 (Low),1,,
9746 S Morgan (1000W) ,Wacker,School,2019-03-18,2279518,Canvass Re-Inspection,41.71621480457094,26621.0,-87.64808140497497,Pass,Risk 1 (High),3,,
3253 W LAWRENCE AVE ,GREAT SEA CHINESE RESTAURANT,Restaurant,2019-03-18,2279585,Canvass,41.96832249875028,2622591.0,-87.71062110937858,Out of Business,Risk 1 (High),0,,
1725 W HARRISON ST ,ROOM FIVE HUNDRED,Restaurant,2019-03-18,2279560,Canvass,41.87401633528216,46660.0,-87.67026082839732,Pass,Risk 1 (High),4,,
2808-2810 N HALSTED ST ,SELECT CUT STEAKHOUSE,Restaurant,2019-03-18,2279565,Canvass,41.93301204557092,38279.0,-87.64916950129671,Pass,Risk 1 (High),2,,
4800-4802 N CENTRAL AVE ,EL ASADERO COLOMBIANO,Restaurant,2019-03-18,2279539,License,41.96782599081704,2647310.0,-87.76762485604898,Pass w/ Conditions,Risk 1 (High),4,,
126 E CHESTNUT ST ,FOURTH CHURCH DAY SCHOOL,DAYCARE,2019-03-18,2279532,License,41.89848890902573,2215767.0,-87.62455288409815,Pass w/ Conditions,Risk 1 (High),3,,
1009-1011 N ORLEANS ST ,ORIGINAL PAKIZA INC.,Restaurant,2019-03-18,2279578,Complaint,41.9008277108542,2609221.0,-87.63718892231834,Fail,Risk 1 (High),11,,
5800 W GRAND AVE ,CARNICERIA LA VILLA #2,Grocery Store,2019-03-18,2279533,Canvass,41.91977490097121,2575130.0,-87.77072652582828,Pass w/ Conditions,Risk 1 (High),11,,
9239 S JEFFERY AVE ,WARREN ELEMENTARY,School,2019-03-18,2279525,Canvass,41.72677473606295,2046698.0,-87.57531620466801,Pass w/ Conditions,Risk 1 (High),2,,
3848 N HARLEM AVE ,THE BREWERY,Restaurant,2019-03-18,2279580,Canvass,41.95034769269968,2551384.0,-87.80732944580946,Pass w/ Conditions,Risk 1 (High),7,,
3030 N Mobile ,Steinmetz  Academy,School,2019-03-18,2279548,Canvass,41.93563171170667,46291.0,-87.78355193935316,Pass,Risk 1 (High),4,,
446-448 N STATE ST ,SNICKERS,Restaurant,2019-03-18,2279555,Complaint,41.89067889940841,2446404.0,-87.6281786988307,Pass w/ Conditions,Risk 1 (High),10,,
71 W MONROE ST ,ITALIAN VILLAGE / VIVERE,Restaurant,2019-03-18,2279572,Complaint,41.880591895360816,1237.0,-87.63044232703336,Pass w/ Conditions,Risk 1 (High),11,,
457 E 79th ST ,FAMILY FRESH MEAT MART,Grocery Store,2019-03-18,2279586,Complaint Re-Inspection,41.7510468251433,2548779.0,-87.61264331123509,Fail,Risk 2 (Medium),4,,
55 E WASHINGTON ST ,PITTSFIELD CAFE,Restaurant,2019-03-18,2279527,Canvass,41.88311168664746,49503.0,-87.62585098919836,Pass w/ Conditions,Risk 1 (High),14,,
1017 S DELANO CT ,Porkchop,Restaurant,2019-03-18,2279554,Canvass Re-Inspection,,2320094.0,,Pass w/ Conditions,Risk 1 (High),9,,
4034 W 56TH ST ,Hancock (H/S),School,2019-03-18,2279531,Canvass,41.79149113615484,46021.0,-87.72449160823318,Pass,Risk 1 (High),0,,
6345 W GRAND AVE ,EL GUANACO 2,Restaurant,2019-03-18,2282345,Canvass,41.92226642324232,1514780.0,-87.78461492064997,No Entry,Risk 1 (High),0,,
2116 N CLARK ST ,RICCARDO ENOTECA,Restaurant,2019-03-18,2279540,Canvass,41.9206168128766,2079091.0,-87.63763126009027,Pass w/ Conditions,Risk 1 (High),8,,
1620 W HARRISON ST ,11 DINING,Restaurant,2019-03-18,2279547,License,41.87429616149979,2652292.0,-87.66761281051761,Pass,Risk 2 (Medium),1,,
6422 N SHERIDAN RD ,TARGET,Grocery Store,2019-03-18,2279526,License,41.99885878415708,2641830.0,-87.66078392609026,Pass,Risk 2 (Medium),3,,
2034 W IRVING PARK RD ,RESI'S BIERSTUBE,Restaurant,2019-03-18,2279568,Canvass,41.95424367096349,800.0,-87.68030424642977,No Entry,Risk 1 (High),0,,
4300 S MICHIGAN AVE ,CHICAGO WINGZ AROUND THE WORLD,Restaurant,2019-03-18,2279534,License,41.81644707189336,2653040.0,-87.6231758739107,Fail,Risk 2 (Medium),7,,
2550 N PULASKI RD ,MOBIL,Grocery Store,2019-03-18,2279583,License,41.927813509249894,2647877.0,-87.72701303431263,Fail,Risk 3 (Low),0,,
2275 N LINCOLN AVE ,STARBUCKS COFFEE #2515,Restaurant,2019-03-18,2279524,Canvass,41.92361620972698,1143770.0,-87.64599112233753,Pass w/ Conditions,Risk 2 (Medium),4,,
2739 W LAWRENCE AVE ,L C PHO RESTAURANT,Restaurant,2019-03-18,2279557,Canvass Re-Inspection,41.96842901397609,2379022.0,-87.69778528377894,Pass w/ Conditions,Risk 1 (High),8,,
3859 W 26TH ST ,LO MEJOR DE LO MEJOR,Restaurant,2019-03-18,2279562,License,41.84417514429002,2646374.0,-87.72204721914427,Pass w/ Conditions,Risk 2 (Medium),3,,
2002 S WENTWORTH AVE ,JIE SNACK HOUSE INC.,Restaurant,2019-03-18,2279553,License,41.85528170377401,2646976.0,-87.63199264229414,Fail,Risk 1 (High),4,,
3253 W LAWRENCE AVE ,GREAT SEA CHINESE RESTAURANT,Restaurant,2019-03-18,2279584,Canvass,41.96832249875028,2622590.0,-87.71062110937858,Out of Business,Risk 1 (High),0,,
3500 N Hoyne ,JOHN AUDUBON ELEMENTARY SCHOOL,School,2019-03-18,2279541,Canvass,41.945098077372535,22091.0,-87.68107885384138,Pass,Risk 1 (High),2,,
555 W ADAMS ST ,,Restaurant,2019-03-18,2279530,Canvass,41.87917055938781,2293822.0,-87.64179614011265,Pass w/ Conditions,Risk 1 (High),3,,
7601 S CICERO AVE ,SBARRO'S PIZZERIA,Restaurant,2019-03-18,2279577,Canvass,41.75466012439375,1903424.0,-87.7413847586052,Pass w/ Conditions,Risk 1 (High),4,,
7101 N WESTERN AVE ,FUTURE FOCUS DAYCARE,Children's Services Facility,2019-03-18,2279567,License,42.01107920049016,2458539.0,-87.69007376393759,Pass w/ Conditions,Risk 1 (High),9,,
1918 E 71ST ST ,THE SLAB BAR-B-QUE LLC,Restaurant,2019-03-18,2279544,Canvass,41.76633894244293,2564393.0,-87.57792917001383,Pass w/ Conditions,Risk 1 (High),13,,
225 S CANAL ST ,ROBINSON'S #1 RIB,Restaurant,2019-03-18,2279576,Canvass,41.87853127835361,32317.0,-87.63942745962717,Pass w/ Conditions,Risk 1 (High),11,,
2002 S WENTWORTH AVE ,SHAN SHAAN TASTE,Restaurant,2019-03-18,2279588,Canvass,41.85528170377401,2608521.0,-87.63199264229414,Fail,Risk 1 (High),7,,
6220 N Olcott (7500W) ,EDISON PARK ELEMENTARY SCHOOL,School,2019-03-18,2279543,Canvass,41.994228115372266,28081.0,-87.81380813707689,Pass w/ Conditions,Risk 1 (High),4,,
5044-5054 S ARCHER AVE ,SUPERMERCADO LA GLORIA,Grocery Store,2019-03-18,2279528,Canvass,41.8014000330526,2326906.0,-87.72604374190084,Pass w/ Conditions,Risk 1 (High),9,,
10939 S WESTERN AVE ,SEE THRU CHINESE KITCHEN,Restaurant,2019-03-18,2279579,Complaint,41.69422064707933,36468.0,-87.68108589547474,Fail,Risk 1 (High),18,,
2524-2530 E 73RD ST ,"HIGHER LEARNING DAYCARE & EDUCATION CENTER, INCORPORATED",Daycare Above and Under 2 Years,2019-03-18,2279574,License,41.762858930894254,2215660.0,-87.56324917745165,Pass,Risk 1 (High),1,,
512 S LAVERGNE ST ,MAIN BUILDING/ANNEX,School,2019-03-18,2279564,Canvass,41.87358320511356,3247258.0,-87.74931215931075,Pass,Risk 1 (High),1,,
452 W PERSHING RD ,SNACK SHOP RESTAURANT,Restaurant,2019-03-18,2279589,Canvass,41.82366771868339,2124582.0,-87.6382950217091,Pass w/ Conditions,Risk 1 (High),18,,
4229 N LINCOLN AVE ,KITSUNE,Restaurant,2019-03-18,2279569,Canvass,41.958678131096015,2470577.0,-87.68176382669273,Pass w/ Conditions,Risk 1 (High),5,,
4200 W 115TH ST ,MARIST HIGH SCHOOL,School,2019-03-18,2279549,Canvass,41.68399181564351,3491849.0,-87.72501727575752,Pass w/ Conditions,Risk 1 (High),11,,
1030 W VAN BUREN ST ,THE YMCA EARLY LEARNING DEMONSTRATION CENTER,Daycare Combo 1586,2019-03-18,2279519,License Re-Inspection,41.876691119255284,2442865.0,-87.65317662279269,Pass,Risk 1 (High),2,,
48 E ROOSEVELT RD ,POTBELLY SANDWICH WORKS,Restaurant,2019-03-18,2279529,Canvass,41.86754442756865,1869180.0,-87.62556861899773,Pass w/ Conditions,Risk 1 (High),4,,
3954 W CERMAK ,CERMAK MART,Grocery Store,2019-03-18,2279570,License,41.85166149348952,2647318.0,-87.72443649425358,Pass w/ Conditions,Risk 3 (Low),1,,
1620 W HARRISON ST ,CAFE 7,Restaurant,2019-03-18,2279537,Canvass,41.87429616149979,2130324.0,-87.66761281051761,Out of Business,Risk 1 (High),0,,
2550 N PULASKI RD ,MARATHON CAPITOL CAR WASH,Grocery Store,2019-03-18,2279581,Canvass,41.927813509249894,15575.0,-87.72701303431263,Fail,Risk 3 (Low),7,,
5044 W HARRISON ST ,GEORGE LELAND ELEMENTARY MODULAR,School,2019-03-18,2279587,Canvass,41.87310477615974,3247260.0,-87.7510256624879,Pass,Risk 3 (Low),2,,
6730 N NORTHWEST HWY ,DON JUAN,Restaurant,2019-03-18,2279561,Complaint,42.00335423501985,5108.0,-87.81729036247489,Pass w/ Conditions,Risk 1 (High),19,,
63 W ONTARIO ST ,HARD ROCK CAFE,Restaurant,2019-03-18,2279538,Canvass,41.89312775453658,51236.0,-87.63056251830055,Pass,Risk 1 (High),3,,
156 N WABASH AVE FL 1,POPEYES CHICKEN,Restaurant,2019-03-18,2279559,License,41.88471487688737,2646821.0,-87.62640013225639,Not Ready,Risk 1 (High),0,,
2739 W LAWRENCE AVE ,L C PHO RESTAURANT,Restaurant,2019-03-15,2279505,Canvass,41.96842901397609,2379022.0,-87.69778528377894,Pass w/ Conditions,Risk 1 (High),11,,
